"","AWT_seg_Thirona_P2","BODE_P2","Change_P2_P3_distwalked","Change_P2_P3_FEV1_ml","Change_P2_P3_FEV1_ml_yr","Change_P2_P3_FEV1pp","Change_P2_P3_lung_density_vnb","Chronic_Bronchitis_P2","copd_P2","distwalked_P2","DLco_raw_P2","Exacerbation_Frequency_P2","FEF2575_post_P2","FEV1_FVC_post_P2","FEV1_post_P2","finalGold_P2","FRC_Thirona_P2","FRC_TLC_ratio_Thirona_P2","FVC_post_P2","lung_density_vnb_P2","pctEmph_Thirona_P2","pctGasTrap_Thirona_P2","PEF_post_P2","Pi10_Thirona_P2","Resting_SaO2_P2","Severe_Exacerbations_P2","SGRQ_scoreTotal_P2","TLC_Thirona_P2","WallAreaPct_seg_Thirona_P2"
"ENSG00000099810.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099817.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000315325184137643,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099821.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099840.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31157812691261e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099849.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099860.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099875.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099889.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099899.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000224626507286756,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099901.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099904.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099910.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000350180525213203,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099917.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099940.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000458272039848292,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099942.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099949.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000722556344534394,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099953.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099956.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000149889939358982,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099958.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000151278603526567,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099968.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099974.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86167452879664e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099977.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099985.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.82649783544095e-06,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099991.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000408204993083373,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099992.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000226410999326268,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099995.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099999.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100003.18",0,0,0,0,0,0,0,0,-0.00800027196857541,0,0,0,0,0,0,0,0,-8.95414237742891e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100014.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75362702194727e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100023.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201340662272484,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100024.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166776010227879,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100027.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202548644639199,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100028.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100029.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100030.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100031.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182482427045983,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100034.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000158895106242501,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100038.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100055.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100056.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129140576647247,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100058.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100060.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100068.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100075.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100077.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100079.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.69879206516486e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100083.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22563634025657e-06,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100084.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000149897283243713,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100092.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100097.12",0,0.0619553828543591,0,0,0,0,0,0,0,-15.1758006703707,0,0,0,0,0,0,0,0.000548929813282068,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100099.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00197633836950844,0,0,0.00113091105955115,0,0,0,0,-0.0841054923509404,0,0,0,0,0,0
"ENSG00000100100.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100104.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100105.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100106.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117198425968031,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100109.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000302661339984667,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100116.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.08310887764938e-06,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100124.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100129.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100138.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100139.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100142.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100147.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100150.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100151.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100154.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.80462398345509e-06,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100162.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100181.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145837901009176,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100201.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000393825472227399,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100206.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.44947577950207e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100207.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000148975402268413,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100209.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100211.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100216.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.38832682844998e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100218.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100219.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100220.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000455729533013964,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100221.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100225.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100226.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100227.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37732606740284e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100228.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.18826954409609e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100239.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100241.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86436763489053e-06,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100242.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43074350081166e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100243.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46661033677378e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100246.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1271549361532e-07,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100258.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000477654685762995,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100263.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100266.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100271.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100280.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000272793177706193,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100281.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000429581950130412,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100284.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78225322344735e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100288.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100290.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00158936823833801,0,-0.000232118047550322,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100292.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100294.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100296.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100297.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000736694295692365,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100298.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48214665427768e-06,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100299.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100300.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100304.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256889522999851,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100307.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100311.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000201659612969113,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100316.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100319.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100321.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100324.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80095335539089e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100325.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100330.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100335.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100342.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100345.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100346.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227081813712632,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100347.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100348.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100351.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100353.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100354.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000443339735904237,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100359.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100360.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100364.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100365.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100368.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100372.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100373.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.23236216924132e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100376.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100379.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000260041513654223,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100380.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100385.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100387.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27373413616375e-05,0,0,0,0,0,0,0,0,0,0,0.423131245317224
"ENSG00000100393.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100395.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.82909778373085e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100401.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000212689537441427,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100403.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000155962711509142,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100410.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100412.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100413.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000390450409493447,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100416.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100417.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038505422670361,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100418.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100422.14",0,0,0,0,0,0,0,0,0,0,0.160115518375597,0,0,0,0,0,0,-0.000213244798991563,0,0,0,0,0.0719018612670276,0,0,0,0,0,0
"ENSG00000100425.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100426.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100427.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.9474356375312e-06,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100429.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00038189390414978,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100439.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19807324049978e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100441.10",0,0,0,0,0,0,0,0,0,-33.5021995971648,0,0,0,0,0,0,0,8.03287355045584e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100442.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100445.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100448.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100450.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100453.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10119737152818e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100461.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000198810051388187,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100462.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128228395518166,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100473.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64804965508724e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100478.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100479.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100483.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.80579167206353e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100485.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100490.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100503.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100504.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100505.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54277264451387e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100519.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100522.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205896620864863,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100523.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100526.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100528.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000445594487255135,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100532.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107542613794134,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100554.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100558.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100564.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100567.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59279174392543e-05,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100568.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66199800217085e-06,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100575.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100577.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000279303590799064,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100578.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100580.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000544542285877924,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100591.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000396860436217064,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100592.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100596.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
